qty,price,day1,day2,day3,day4,day5,day6,day7,date
1,1.000,0,0,0,0,0,1,0,2021-09-25
1,1.000,0,0,0,0,0,1,0,2021-09-25
2,1.000,0,0,0,0,0,1,0,2021-09-25
1,1.000,0,0,0,0,0,1,0,2021-09-25
2,1.000,0,0,0,0,0,1,0,2021-09-25
2,1.000,0,0,0,0,0,1,0,2021-09-25
2,1.000,0,0,0,0,0,1,0,2021-09-25
1,1.000,0,0,0,0,0,1,0,2021-09-25
1,1.000,0,0,0,0,0,1,0,2021-09-25
2,1.000,0,0,0,0,0,1,0,2021-09-25
2,1.000,0,0,0,0,0,1,0,2021-09-25
2,1.000,0,0,0,0,0,1,0,2021-09-25
2,1.000,0,0,0,0,0,1,0,2021-09-25
1,1.000,0,0,0,0,0,1,0,2021-09-25
5,1.000,0,0,0,0,0,1,0,2021-09-25
2,1.000,0,0,0,0,0,1,0,2021-09-25
3,1.000,0,0,0,0,0,1,0,2021-09-25
2,1.000,0,0,0,0,0,1,0,2021-09-25
1,1.000,0,0,0,0,0,1,0,2021-09-25
1,1.000,0,0,0,0,0,1,0,2021-09-25
1,1.000,0,0,0,0,0,1,0,2021-09-25
3,1.000,0,0,0,0,0,1,0,2021-09-25
1,1.000,0,0,0,0,0,1,0,2021-09-25
1,1.000,0,0,0,0,0,1,0,2021-09-25
2,1.000,0,0,0,0,0,1,0,2021-09-25
2,1.000,0,0,0,0,0,1,0,2021-09-25
2,1.000,0,0,0,0,0,1,0,2021-09-25
1,1.000,0,0,0,0,0,1,0,2021-09-25
2,1.000,0,0,0,0,0,1,0,2021-09-25
1,1.000,0,0,0,0,0,1,0,2021-09-25
1,1.000,0,0,0,0,0,1,0,2021-09-25
5,1.000,0,0,0,0,0,1,0,2021-09-25
2,1.000,0,0,0,0,0,1,0,2021-09-25
1,1.000,0,0,0,0,0,1,0,2021-09-25
2,1.000,0,0,0,0,0,1,0,2021-09-25
1,1.000,0,0,0,0,0,1,0,2021-09-25
2,1.000,0,0,0,0,0,1,0,2021-09-25
1,1.000,0,0,0,0,0,1,0,2021-09-25
1,1.000,0,0,0,0,0,1,0,2021-09-25
1,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
2,1.000,0,0,0,0,0,0,1,2021-09-26
2,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
2,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
2,1.000,0,0,0,0,0,0,1,2021-09-26
3,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
2,1.000,0,0,0,0,0,0,1,2021-09-26
2,1.000,0,0,0,0,0,0,1,2021-09-26
4,1.000,0,0,0,0,0,0,1,2021-09-26
2,1.000,0,0,0,0,0,0,1,2021-09-26
2,1.000,0,0,0,0,0,0,1,2021-09-26
5,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
2,1.000,0,0,0,0,0,0,1,2021-09-26
2,1.000,0,0,0,0,0,0,1,2021-09-26
4,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
2,1.000,0,0,0,0,0,0,1,2021-09-26
2,1.000,0,0,0,0,0,0,1,2021-09-26
2,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
2,1.000,0,0,0,0,0,0,1,2021-09-26
2,1.000,0,0,0,0,0,0,1,2021-09-26
2,1.000,0,0,0,0,0,0,1,2021-09-26
3,1.000,0,0,0,0,0,0,1,2021-09-26
4,1.000,0,0,0,0,0,0,1,2021-09-26
2,1.000,0,0,0,0,0,0,1,2021-09-26
1,17.500,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
2,1.000,0,0,0,0,0,0,1,2021-09-26
2,1.000,0,0,0,0,0,0,1,2021-09-26
2,1.000,0,0,0,0,0,0,1,2021-09-26
4,1.000,0,0,0,0,0,0,1,2021-09-26
2,1.000,0,0,0,0,0,0,1,2021-09-26
2,1.000,0,0,0,0,0,0,1,2021-09-26
2,1.000,0,0,0,0,0,0,1,2021-09-26
2,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
2,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
2,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
2,1.000,0,0,0,0,0,0,1,2021-09-26
2,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
3,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,0,0,0,0,0,0,1,2021-09-26
1,1.000,1,0,0,0,0,0,0,2021-09-27
2,1.000,1,0,0,0,0,0,0,2021-09-27
2,1.000,1,0,0,0,0,0,0,2021-09-27
2,1.000,1,0,0,0,0,0,0,2021-09-27
1,1.000,1,0,0,0,0,0,0,2021-09-27
1,1.000,1,0,0,0,0,0,0,2021-09-27
1,1.000,1,0,0,0,0,0,0,2021-09-27
2,1.000,1,0,0,0,0,0,0,2021-09-27
1,1.000,1,0,0,0,0,0,0,2021-09-27
2,1.000,1,0,0,0,0,0,0,2021-09-27
2,1.000,1,0,0,0,0,0,0,2021-09-27
2,1.000,1,0,0,0,0,0,0,2021-09-27
4,1.000,1,0,0,0,0,0,0,2021-09-27
1,1.000,1,0,0,0,0,0,0,2021-09-27
1,1.000,1,0,0,0,0,0,0,2021-09-27
1,1.000,1,0,0,0,0,0,0,2021-09-27
1,1.000,1,0,0,0,0,0,0,2021-09-27
1,1.000,1,0,0,0,0,0,0,2021-09-27
2,1.000,1,0,0,0,0,0,0,2021-09-27
4,1.000,1,0,0,0,0,0,0,2021-09-27
2,1.000,1,0,0,0,0,0,0,2021-09-27
1,1.000,1,0,0,0,0,0,0,2021-09-27
2,1.000,1,0,0,0,0,0,0,2021-09-27
1,1.000,1,0,0,0,0,0,0,2021-09-27
1,1.000,1,0,0,0,0,0,0,2021-09-27
2,1.000,1,0,0,0,0,0,0,2021-09-27
2,1.000,1,0,0,0,0,0,0,2021-09-27
1,1.000,1,0,0,0,0,0,0,2021-09-27
1,1.000,1,0,0,0,0,0,0,2021-09-27
3,1.000,1,0,0,0,0,0,0,2021-09-27
2,1.000,1,0,0,0,0,0,0,2021-09-27
1,1.000,1,0,0,0,0,0,0,2021-09-27
1,1.000,1,0,0,0,0,0,0,2021-09-27
1,1.000,1,0,0,0,0,0,0,2021-09-27
1,1.000,1,0,0,0,0,0,0,2021-09-27
1,1.000,1,0,0,0,0,0,0,2021-09-27
1,1.000,1,0,0,0,0,0,0,2021-09-27
2,1.000,0,1,0,0,0,0,0,2021-09-28
2,1.000,0,1,0,0,0,0,0,2021-09-28
3,1.000,0,1,0,0,0,0,0,2021-09-28
6,1.000,0,1,0,0,0,0,0,2021-09-28
4,1.000,0,1,0,0,0,0,0,2021-09-28
2,1.000,0,1,0,0,0,0,0,2021-09-28
1,1.000,0,1,0,0,0,0,0,2021-09-28
2,1.000,0,1,0,0,0,0,0,2021-09-28
1,1.000,0,1,0,0,0,0,0,2021-09-28
2,1.000,0,1,0,0,0,0,0,2021-09-28
1,1.000,0,1,0,0,0,0,0,2021-09-28
2,1.000,0,1,0,0,0,0,0,2021-09-28
2,1.000,0,1,0,0,0,0,0,2021-09-28
1,1.000,0,1,0,0,0,0,0,2021-09-28
2,1.000,0,1,0,0,0,0,0,2021-09-28
1,1.000,0,1,0,0,0,0,0,2021-09-28
1,1.000,0,1,0,0,0,0,0,2021-09-28
2,1.000,0,1,0,0,0,0,0,2021-09-28
1,1.000,0,1,0,0,0,0,0,2021-09-28
1,1.000,0,1,0,0,0,0,0,2021-09-28
1,1.000,0,1,0,0,0,0,0,2021-09-28
4,1.000,0,1,0,0,0,0,0,2021-09-28
2,1.000,0,0,1,0,0,0,0,2021-09-29
1,1.000,0,0,1,0,0,0,0,2021-09-29
1,1.000,0,0,1,0,0,0,0,2021-09-29
2,1.000,0,0,1,0,0,0,0,2021-09-29
2,1.000,0,0,1,0,0,0,0,2021-09-29
1,1.000,0,0,1,0,0,0,0,2021-09-29
1,1.000,0,0,1,0,0,0,0,2021-09-29
1,1.000,0,0,1,0,0,0,0,2021-09-29
1,1.000,0,0,1,0,0,0,0,2021-09-29
2,1.000,0,0,1,0,0,0,0,2021-09-29
2,1.000,0,0,1,0,0,0,0,2021-09-29
1,1.000,0,0,1,0,0,0,0,2021-09-29
1,1.000,0,0,1,0,0,0,0,2021-09-29
1,1.000,0,0,1,0,0,0,0,2021-09-29
1,1.000,0,0,1,0,0,0,0,2021-09-29
2,1.000,0,0,1,0,0,0,0,2021-09-29
1,1.000,0,0,1,0,0,0,0,2021-09-29
2,1.000,0,0,1,0,0,0,0,2021-09-29
4,1.000,0,0,1,0,0,0,0,2021-09-29
2,1.000,0,0,1,0,0,0,0,2021-09-29
4,1.000,0,0,1,0,0,0,0,2021-09-29
1,1.000,0,0,1,0,0,0,0,2021-09-29
2,1.000,0,0,1,0,0,0,0,2021-09-29
1,1.000,0,0,1,0,0,0,0,2021-09-29
2,1.000,0,0,1,0,0,0,0,2021-09-29
1,1.000,0,0,1,0,0,0,0,2021-09-29
2,1.000,0,0,1,0,0,0,0,2021-09-29
2,1.000,0,0,1,0,0,0,0,2021-09-29
2,1.000,0,0,0,1,0,0,0,2021-09-30
1,1.000,0,0,0,1,0,0,0,2021-09-30
1,1.000,0,0,0,1,0,0,0,2021-09-30
2,1.000,0,0,0,1,0,0,0,2021-09-30
3,1.000,0,0,0,1,0,0,0,2021-09-30
1,1.000,0,0,0,1,0,0,0,2021-09-30
1,1.000,0,0,0,1,0,0,0,2021-09-30
1,1.000,0,0,0,1,0,0,0,2021-09-30
1,1.000,0,0,0,1,0,0,0,2021-09-30
1,1.000,0,0,0,1,0,0,0,2021-09-30
2,1.000,0,0,0,1,0,0,0,2021-09-30
1,1.000,0,0,0,1,0,0,0,2021-09-30
2,1.000,0,0,0,1,0,0,0,2021-09-30
1,1.000,0,0,0,1,0,0,0,2021-09-30
1,1.000,0,0,0,1,0,0,0,2021-09-30
1,1.000,0,0,0,1,0,0,0,2021-09-30
2,1.000,0,0,0,1,0,0,0,2021-09-30
1,1.000,0,0,0,0,1,0,0,2021-10-01
3,1.000,0,0,0,0,1,0,0,2021-10-01
1,1.000,0,0,0,0,1,0,0,2021-10-01
2,1.000,0,0,0,0,1,0,0,2021-10-01
3,1.000,0,0,0,0,1,0,0,2021-10-01
4,1.000,0,0,0,0,1,0,0,2021-10-01
2,1.000,0,0,0,0,1,0,0,2021-10-01
1,1.000,0,0,0,0,1,0,0,2021-10-01
2,1.000,0,0,0,0,1,0,0,2021-10-01
1,1.000,0,0,0,0,1,0,0,2021-10-01
3,1.000,0,0,0,0,1,0,0,2021-10-01
1,1.000,0,0,0,0,1,0,0,2021-10-01
1,1.000,0,0,0,0,1,0,0,2021-10-01
1,1.000,0,0,0,0,1,0,0,2021-10-01
2,1.000,0,0,0,0,1,0,0,2021-10-01
1,1.000,0,0,0,0,1,0,0,2021-10-01
2,1.000,0,0,0,0,1,0,0,2021-10-01
1,1.000,0,0,0,0,1,0,0,2021-10-01
1,1.000,0,0,0,0,1,0,0,2021-10-01
2,1.000,0,0,0,0,1,0,0,2021-10-01
2,1.000,0,0,0,0,1,0,0,2021-10-01
1,1.000,0,0,0,0,1,0,0,2021-10-01
2,1.000,0,0,0,0,1,0,0,2021-10-01
1,1.000,0,0,0,0,1,0,0,2021-10-01
1,1.000,0,0,0,0,1,0,0,2021-10-01
1,1.000,0,0,0,0,1,0,0,2021-10-01
1,1.000,0,0,0,0,0,1,0,2021-10-02
1,1.000,0,0,0,0,0,1,0,2021-10-02
2,1.000,0,0,0,0,0,1,0,2021-10-02
2,1.000,0,0,0,0,0,1,0,2021-10-02
1,1.000,0,0,0,0,0,1,0,2021-10-02
1,1.000,0,0,0,0,0,1,0,2021-10-02
1,1.000,0,0,0,0,0,1,0,2021-10-02
1,1.000,0,0,0,0,0,1,0,2021-10-02
1,1.000,0,0,0,0,0,1,0,2021-10-02
2,1.000,0,0,0,0,0,1,0,2021-10-02
1,1.000,0,0,0,0,0,1,0,2021-10-02
1,1.000,0,0,0,0,0,1,0,2021-10-02
3,1.000,0,0,0,0,0,1,0,2021-10-02
2,1.000,0,0,0,0,0,1,0,2021-10-02
2,1.000,0,0,0,0,0,1,0,2021-10-02
2,1.000,0,0,0,0,0,1,0,2021-10-02
1,1.000,0,0,0,0,0,1,0,2021-10-02
1,1.000,0,0,0,0,0,1,0,2021-10-02
4,1.000,0,0,0,0,0,1,0,2021-10-02
2,1.000,0,0,0,0,0,1,0,2021-10-02
1,1.000,0,0,0,0,0,1,0,2021-10-02
2,1.000,0,0,0,0,0,1,0,2021-10-02
2,1.000,0,0,0,0,0,1,0,2021-10-02
2,1.000,0,0,0,0,0,1,0,2021-10-02
2,1.000,0,0,0,0,0,1,0,2021-10-02
1,1.000,0,0,0,0,0,1,0,2021-10-02
1,1.000,0,0,0,0,0,1,0,2021-10-02
1,1.000,0,0,0,0,0,1,0,2021-10-02
1,1.000,0,0,0,0,0,1,0,2021-10-02
2,1.000,0,0,0,0,0,1,0,2021-10-02
2,1.000,0,0,0,0,0,1,0,2021-10-02
2,1.000,0,0,0,0,0,0,1,2021-10-03
1,1.000,0,0,0,0,0,0,1,2021-10-03
2,1.000,0,0,0,0,0,0,1,2021-10-03
1,1.000,0,0,0,0,0,0,1,2021-10-03
2,1.000,0,0,0,0,0,0,1,2021-10-03
2,1.000,0,0,0,0,0,0,1,2021-10-03
1,1.000,0,0,0,0,0,0,1,2021-10-03
1,1.000,0,0,0,0,0,0,1,2021-10-03
2,1.000,0,0,0,0,0,0,1,2021-10-03
1,1.000,0,0,0,0,0,0,1,2021-10-03
1,1.000,0,0,0,0,0,0,1,2021-10-03
1,1.000,0,0,0,0,0,0,1,2021-10-03
1,1.000,0,0,0,0,0,0,1,2021-10-03
1,1.000,0,0,0,0,0,0,1,2021-10-03
2,1.000,0,0,0,0,0,0,1,2021-10-03
1,1.000,0,0,0,0,0,0,1,2021-10-03
2,1.000,0,0,0,0,0,0,1,2021-10-03
1,1.000,0,0,0,0,0,0,1,2021-10-03
2,1.000,0,0,0,0,0,0,1,2021-10-03
1,1.000,0,0,0,0,0,0,1,2021-10-03
2,1.000,0,0,0,0,0,0,1,2021-10-03
1,1.000,0,0,0,0,0,0,1,2021-10-03
1,1.000,0,0,0,0,0,0,1,2021-10-03
1,1.000,0,0,0,0,0,0,1,2021-10-03
2,1.000,0,0,0,0,0,0,1,2021-10-03
1,1.000,0,0,0,0,0,0,1,2021-10-03
1,1.000,0,0,0,0,0,0,1,2021-10-03
3,1.000,0,0,0,0,0,0,1,2021-10-03
2,1.000,0,0,0,0,0,0,1,2021-10-03
1,1.000,0,0,0,0,0,0,1,2021-10-03
1,1.000,1,0,0,0,0,0,0,2021-10-04
2,1.000,1,0,0,0,0,0,0,2021-10-04
2,1.000,1,0,0,0,0,0,0,2021-10-04
1,1.000,1,0,0,0,0,0,0,2021-10-04
1,1.000,1,0,0,0,0,0,0,2021-10-04
1,1.000,1,0,0,0,0,0,0,2021-10-04
1,1.000,1,0,0,0,0,0,0,2021-10-04
1,1.000,1,0,0,0,0,0,0,2021-10-04
2,1.000,1,0,0,0,0,0,0,2021-10-04
5,1.000,1,0,0,0,0,0,0,2021-10-04
2,1.000,1,0,0,0,0,0,0,2021-10-04
1,1.000,1,0,0,0,0,0,0,2021-10-04
2,1.000,1,0,0,0,0,0,0,2021-10-04
1,1.000,1,0,0,0,0,0,0,2021-10-04
2,1.000,1,0,0,0,0,0,0,2021-10-04
1,1.000,1,0,0,0,0,0,0,2021-10-04
2,1.000,1,0,0,0,0,0,0,2021-10-04
2,1.000,1,0,0,0,0,0,0,2021-10-04
1,1.000,1,0,0,0,0,0,0,2021-10-04
1,1.000,1,0,0,0,0,0,0,2021-10-04
1,1.000,1,0,0,0,0,0,0,2021-10-04
1,1.000,1,0,0,0,0,0,0,2021-10-04
2,1.000,0,1,0,0,0,0,0,2021-10-05
2,1.000,0,1,0,0,0,0,0,2021-10-05
2,1.000,0,1,0,0,0,0,0,2021-10-05
1,1.000,0,1,0,0,0,0,0,2021-10-05
2,1.000,0,1,0,0,0,0,0,2021-10-05
1,1.000,0,1,0,0,0,0,0,2021-10-05
2,1.000,0,1,0,0,0,0,0,2021-10-05
1,1.000,0,1,0,0,0,0,0,2021-10-05
4,1.000,0,1,0,0,0,0,0,2021-10-05
1,1.000,0,1,0,0,0,0,0,2021-10-05
2,1.000,0,1,0,0,0,0,0,2021-10-05
1,1.000,0,1,0,0,0,0,0,2021-10-05
2,1.000,0,1,0,0,0,0,0,2021-10-05
1,1.000,0,1,0,0,0,0,0,2021-10-05
1,1.000,0,1,0,0,0,0,0,2021-10-05
1,1.000,0,1,0,0,0,0,0,2021-10-05
2,1.000,0,1,0,0,0,0,0,2021-10-05
2,1.000,0,0,1,0,0,0,0,2021-10-06
4,1.000,0,0,1,0,0,0,0,2021-10-06
2,1.000,0,0,1,0,0,0,0,2021-10-06
2,1.000,0,0,1,0,0,0,0,2021-10-06
1,1.000,0,0,1,0,0,0,0,2021-10-06
6,1.000,0,0,1,0,0,0,0,2021-10-06
1,1.000,0,0,1,0,0,0,0,2021-10-06
1,1.000,0,0,1,0,0,0,0,2021-10-06
2,1.000,0,0,1,0,0,0,0,2021-10-06
1,1.000,0,0,1,0,0,0,0,2021-10-06
2,1.000,0,0,1,0,0,0,0,2021-10-06
2,1.000,0,0,1,0,0,0,0,2021-10-06
2,1.000,0,0,0,1,0,0,0,2021-10-07
2,1.000,0,0,0,1,0,0,0,2021-10-07
2,1.000,0,0,0,1,0,0,0,2021-10-07
2,1.000,0,0,0,1,0,0,0,2021-10-07
1,1.000,0,0,0,1,0,0,0,2021-10-07
3,1.000,0,0,0,1,0,0,0,2021-10-07
1,1.000,0,0,0,1,0,0,0,2021-10-07
1,1.000,0,0,0,1,0,0,0,2021-10-07
2,1.000,0,0,0,1,0,0,0,2021-10-07
2,1.000,0,0,0,1,0,0,0,2021-10-07
1,1.000,0,0,0,1,0,0,0,2021-10-07
2,1.000,0,0,0,0,1,0,0,2021-10-08
2,1.000,0,0,0,0,1,0,0,2021-10-08
1,1.000,0,0,0,0,1,0,0,2021-10-08
2,1.000,0,0,0,0,1,0,0,2021-10-08
1,1.000,0,0,0,0,1,0,0,2021-10-08
2,1.000,0,0,0,0,1,0,0,2021-10-08
1,1.000,0,0,0,0,1,0,0,2021-10-08
2,1.000,0,0,0,0,0,1,0,2021-10-09
1,1.000,0,0,0,0,0,1,0,2021-10-09
1,1.000,0,0,0,0,0,1,0,2021-10-09
1,1.000,0,0,0,0,0,1,0,2021-10-09
2,1.000,0,0,0,0,0,1,0,2021-10-09
2,1.000,0,0,0,0,0,1,0,2021-10-09
1,1.000,0,0,0,0,0,1,0,2021-10-09
2,1.000,0,0,0,0,0,1,0,2021-10-09
1,1.000,0,0,0,0,0,1,0,2021-10-09
1,1.000,0,0,0,0,0,1,0,2021-10-09
2,1.000,0,0,0,0,0,1,0,2021-10-09
2,1.000,0,0,0,0,0,1,0,2021-10-09
1,1.000,0,0,0,0,0,1,0,2021-10-09
2,1.000,0,0,0,0,0,0,1,2021-10-10
1,1.000,0,0,0,0,0,0,1,2021-10-10
3,1.000,0,0,0,0,0,0,1,2021-10-10
1,1.000,0,0,0,0,0,0,1,2021-10-10
2,1.000,0,0,0,0,0,0,1,2021-10-10
1,1.000,0,0,0,0,0,0,1,2021-10-10
3,1.000,0,0,0,0,0,0,1,2021-10-10
3,1.000,1,0,0,0,0,0,0,2021-10-11
2,1.000,0,0,0,0,0,1,0,2022-03-19
1,1.000,0,0,0,0,1,0,0,2022-04-29
2,1.000,0,0,0,0,1,0,0,2022-05-06
2,1.000,0,0,0,0,1,0,0,2022-05-06
1,1.000,0,0,0,0,1,0,0,2022-05-06
2,1.000,0,0,0,0,1,0,0,2022-05-06
3,1.000,0,0,0,0,1,0,0,2022-05-06
1,1.000,0,0,0,0,1,0,0,2022-05-06
1,1.000,0,0,0,0,1,0,0,2022-05-06
1,1.000,0,0,0,0,1,0,0,2022-05-06
1,1.000,0,0,0,0,0,1,0,2022-05-07
1,1.000,0,0,0,0,0,1,0,2022-05-07
3,1.000,0,0,0,0,0,1,0,2022-05-07
2,1.000,0,0,0,0,0,1,0,2022-05-07
1,1.000,0,0,0,0,0,1,0,2022-05-07
1,1.000,0,0,0,0,0,1,0,2022-05-07
1,1.000,0,0,0,0,0,1,0,2022-05-07
1,1.000,0,0,0,0,0,1,0,2022-05-07
3,1.000,0,0,0,0,0,1,0,2022-05-07
1,1.000,0,0,0,0,0,1,0,2022-05-07
2,1.000,0,0,0,0,0,1,0,2022-05-07
1,1.000,0,0,0,0,0,1,0,2022-05-07
1,1.000,0,0,0,0,0,1,0,2022-05-07
2,1.000,0,0,0,0,0,1,0,2022-05-07
1,1.000,0,0,0,0,0,1,0,2022-05-07
3,1.000,0,0,0,0,0,1,0,2022-05-07
1,1.000,0,0,0,0,0,1,0,2022-05-07
1,1.000,0,0,0,0,0,1,0,2022-05-07
1,1.000,0,0,0,0,0,1,0,2022-05-07
3,1.000,0,0,0,0,0,1,0,2022-05-07
1,1.000,0,0,0,0,0,1,0,2022-05-07
1,1.000,0,0,0,0,0,1,0,2022-05-07
1,1.000,0,0,0,0,0,1,0,2022-05-07
1,1.000,0,0,0,0,0,1,0,2022-05-07
5,1.000,0,0,0,0,0,1,0,2022-05-07
5,1.000,0,0,0,0,0,1,0,2022-05-07
1,1.000,0,0,0,0,0,1,0,2022-05-07
2,1.000,0,0,0,0,0,1,0,2022-05-07
2,1.000,0,0,0,0,0,1,0,2022-05-07
3,1.000,0,0,0,0,0,1,0,2022-05-07
8,1.000,0,0,0,0,0,1,0,2022-05-07
3,1.000,0,0,0,0,0,1,0,2022-05-07
2,1.000,0,0,0,0,0,1,0,2022-05-07
1,1.000,0,0,0,0,0,1,0,2022-05-07
2,1.000,0,0,0,0,0,1,0,2022-05-07
2,1.000,0,0,0,0,0,1,0,2022-05-07
3,1.000,0,0,0,0,0,1,0,2022-05-07
1,1.000,0,0,0,0,0,1,0,2022-05-07
4,1.000,0,0,0,0,0,1,0,2022-05-07
5,1.000,0,0,0,0,0,1,0,2022-05-07
1,1.000,0,0,0,0,0,1,0,2022-05-07
1,1.000,0,0,0,0,0,1,0,2022-05-07
2,1.000,0,0,0,0,0,1,0,2022-05-07
5,1.000,0,0,0,0,0,1,0,2022-05-07
1,1.000,0,0,0,0,0,1,0,2022-05-07
1,1.000,0,0,0,0,0,1,0,2022-05-07
1,1.000,0,0,0,0,0,1,0,2022-05-07
1,1.000,0,0,0,0,0,1,0,2022-05-07
1,1.000,0,0,0,0,0,1,0,2022-05-07
4,1.000,0,0,0,0,0,1,0,2022-05-07
2,1.000,0,0,0,0,0,1,0,2022-05-07
1,1.000,0,0,0,0,0,1,0,2022-05-07
2,1.000,0,0,0,0,0,1,0,2022-05-07
1,1.000,0,0,0,0,0,1,0,2022-05-07
2,1.000,0,0,0,0,0,1,0,2022-05-07
1,1.000,0,0,0,0,0,0,1,2022-05-08
1,1.000,0,0,0,0,0,0,1,2022-05-08
1,1.000,0,0,0,0,0,0,1,2022-05-08
1,1.000,0,0,0,0,0,0,1,2022-05-08
2,1.000,0,0,0,0,0,0,1,2022-05-08
2,1.000,0,0,0,0,0,0,1,2022-05-08
2,1.000,0,0,0,0,0,0,1,2022-05-08
1,1.000,0,0,0,0,0,0,1,2022-05-08
1,1.000,0,0,0,0,0,0,1,2022-05-08
1,1.000,0,0,0,0,0,0,1,2022-05-08
5,1.000,0,0,0,0,0,0,1,2022-05-08
3,1.000,0,0,0,0,0,0,1,2022-05-08
4,1.000,0,0,0,0,0,0,1,2022-05-08
1,1.000,0,0,0,0,0,0,1,2022-05-08
2,1.000,0,0,0,0,0,0,1,2022-05-08
1,1.000,0,0,0,0,0,0,1,2022-05-08
2,1.000,0,0,0,0,0,0,1,2022-05-08
2,1.000,0,0,0,0,0,0,1,2022-05-08
1,1.000,0,0,0,0,0,0,1,2022-05-08
7,1.000,0,0,0,0,0,0,1,2022-05-08
2,1.000,0,0,0,0,0,0,1,2022-05-08
1,1.000,0,0,0,0,0,0,1,2022-05-08
2,1.000,0,0,0,0,0,0,1,2022-05-08
4,1.000,0,0,0,0,0,0,1,2022-05-08
1,1.000,0,0,0,0,0,0,1,2022-05-08
1,1.000,0,0,0,0,0,0,1,2022-05-08
1,1.000,0,0,0,0,0,0,1,2022-05-08
1,1.000,0,0,0,0,0,0,1,2022-05-08
1,1.000,0,0,0,0,0,0,1,2022-05-08
1,1.000,0,0,0,0,0,0,1,2022-05-08
2,1.000,0,0,0,0,0,0,1,2022-05-08
1,1.000,0,0,0,0,0,0,1,2022-05-08
1,1.000,0,0,0,0,0,0,1,2022-05-08
3,1.000,0,0,0,0,0,0,1,2022-05-08
3,1.000,0,0,0,0,0,0,1,2022-05-08
3,1.000,0,0,0,0,0,0,1,2022-05-08
2,1.000,0,0,0,0,0,0,1,2022-05-08
1,1.000,0,0,0,0,0,0,1,2022-05-08
1,1.000,0,0,0,0,0,0,1,2022-05-08
3,1.000,0,0,0,0,0,0,1,2022-05-08
2,1.000,0,0,0,0,0,0,1,2022-05-08
1,1.000,0,0,0,0,0,0,1,2022-05-08
1,1.000,0,0,0,0,0,0,1,2022-05-08
5,1.000,0,0,0,0,0,0,1,2022-05-08
2,1.000,0,0,0,0,0,0,1,2022-05-08
1,1.000,0,0,0,1,0,0,0,2022-05-12
1,1.200,0,0,0,1,0,0,0,2022-05-12
5,1.200,0,0,0,0,0,0,1,2022-05-15
1,1.200,0,1,0,0,0,0,0,2022-05-17
2,1.200,0,0,0,1,0,0,0,2022-05-19
1,1.200,0,0,0,1,0,0,0,2022-05-19
2,1.200,0,0,0,1,0,0,0,2022-05-19
2,1.200,0,0,0,1,0,0,0,2022-05-19
1,1.200,0,0,0,0,1,0,0,2022-05-20
