ID,item_cnt_month
308,0.49564648
309,0.18727297
310,0.11355275
311,0.7748088
312,0.42771718
313,0.39945647
314,0.14697367
315,0.062371135
316,0.17606801
317,0.09640515
318,0.08546746
319,0.22327775
320,0.09736073
321,0.06196034
322,1.0658929
323,0.2570805
324,0.8918629
325,0.45310733
326,0.15696424
327,0.10415357
328,0.059435606
329,0.13021755
330,0.0642845
331,0.041733205
332,0.1333251
333,0.32940897
334,0.74805045
335,0.6417039
336,0.18517151
337,0.6097277
338,0.2113086
339,1.1613342
340,0.19820994
341,0.34144938
342,0.14208376
343,1.1446882
344,0.23951674
345,0.17017269
346,4.0996423
347,2.5228186
348,0.6894607
349,0.63669693
350,0.104468465
351,1.3556193
352,0.23610774
353,0.20013836
354,0.0978626
355,0.08126807
356,0.043533206
357,0.25066274
358,0.6870509
359,0.19632846
360,0.2642325
361,4.1859
362,0.58006084
363,0.7368021
364,0.71995145
365,0.5122155
366,0.22258332
367,0.07007629
368,0.043533206
369,0.2482149
370,0.091156125
371,0.06125617
372,0.043533206
373,0.043533206
374,2.9201775
375,2.6263053
376,1.4060553
377,0.83210766
378,0.30283937
379,0.12710959
380,0.6607847
381,0.5563075
382,0.46633294
383,0.12656617
384,2.9831333
385,0.58216584
386,0.51619726
387,0.10766274
388,0.24520928
389,0.1245352
390,0.10845071
391,0.1263144
392,0.30973563
393,1.043928
394,0.24060893
395,0.11235082
396,1.5908859
397,0.5961607
398,0.33608228
399,0.14315966
400,0.083115816
401,0.24073112
402,1.8327343
403,2.8123362
404,0.5549763
405,0.25569648
406,0.23962978
407,0.13297927
408,0.19278044
409,0.114277065
410,0.08999729
411,0.4976486
412,0.26091278
413,0.37249666
414,0.10487628
415,4.536878
416,0.5480568
417,0.3983393
418,0.043533206
419,0.043533206
420,0.5411425
421,0.22852618
422,0.18106884
423,0.13560826
424,0.09856105
425,0.13964802
426,0.0491063
427,0.035410404
428,1.1169729
429,1.1414014
430,1.4712659
431,0.8662013
432,0.21551687
433,0.16718143
434,0.06262356
435,0.5374533
436,0.12825596
437,0.7226487
438,0.8122474
439,0.23960438
440,0.2570114
441,0.39878273
442,0.22475636
443,0.30747992
444,0.115160584
445,0.57103854
446,0.39951158
447,0.33395624
448,0.09200972
449,0.7186514
450,0.13780567
451,0.36343357
452,0.28154415
453,0.37285554
454,1.0534068
455,0.3700257
456,0.2043559
457,0.09072137
458,1.3464689
459,0.975876
460,20.0
461,0.5805427
462,0.5059153
463,0.51548964
464,0.99988747
465,0.3769569
466,0.18784839
467,0.043533206
468,0.043533206
469,0.6098047
470,0.24468794
471,0.6309311
472,0.2762213
473,0.23047164
474,0.06492227
475,0.043533206
476,0.043533206
477,0.052566767
478,0.055042505
479,0.06470829
480,0.05850172
481,0.043533206
482,0.081202626
483,0.054010093
484,0.7949448
485,0.4719865
486,0.8255557
487,0.40638387
488,0.26641056
489,1.4567506
490,0.39441544
491,0.16822028
492,0.97134274
493,0.18674779
494,0.08962244
495,0.0587101
496,0.11642039
497,0.068843484
498,0.06296879
499,0.043533206
500,0.043533206
501,0.52420866
502,0.31960422
503,0.11666548
504,2.1650338
505,1.5004623
506,2.063755
507,0.38149092
508,2.0396214
509,1.272335
510,0.43793154
511,0.20191085
512,0.33731103
513,0.11031222
514,0.0587613
515,0.049413383
516,0.22821146
517,0.64944947
518,1.90469
519,0.46742016
520,1.2045741
521,0.9879105
522,0.5627165
523,2.2499073
524,0.64089453
525,1.4837322
526,0.3958094
527,0.2607795
528,0.18380615
529,0.07286906
530,0.077398
531,0.5609626
532,0.20786029
533,0.20147061
534,0.09287298
535,0.061028123
536,0.054723144
537,0.17467672
538,0.7748701
539,0.5073396
540,0.56683767
541,0.120346904
542,0.2078385
543,0.23074469
544,0.18739063
545,0.052955866
546,0.110874414
547,0.082847714
548,0.06984937
549,0.04789555
550,0.059962094
551,0.527896
552,0.5988644
553,0.3078752
554,0.25374144
555,0.61338234
556,0.2017419
557,0.3188957
558,0.11422682
559,0.18912989
560,0.45448083
561,1.3986739
562,0.32273224
563,0.2518079
564,0.062078357
565,0.16313925
566,0.20145571
567,0.10811061
568,0.35852137
569,0.13518417
570,0.11278576
571,0.07816458
572,0.25066274
573,0.29094648
574,0.115394115
575,0.06938791
576,0.22253597
577,0.078961015
578,0.052212358
579,0.18729734
580,0.09597707
581,0.06926352
582,0.043533206
583,0.043533206
584,0.5680913
585,0.123547316
586,0.07202971
587,1.1041585
588,3.1896884
589,0.62025034
590,0.6285621
591,0.74490684
592,2.137536
593,0.39174518
594,0.15341443
595,0.254218
596,0.2130745
597,0.14345875
598,0.045368314
599,0.05643022
600,0.083268166
601,0.21812737
602,0.11679691
603,0.108130455
604,0.2611606
605,0.10890412
606,0.098810375
607,0.096613646
608,0.11368513
609,0.74507385
610,0.85545194
611,1.1956408
612,0.1565696
613,0.07261056
614,0.043533206
615,1.4438598
616,0.28867823
617,0.61281127
618,0.35676327
619,0.1919378
620,0.8571074
621,0.1890772
622,0.11531323
623,0.4021446
624,0.19993946
625,0.17233106
626,0.25066274
627,0.08844316
628,0.11442155
629,0.17245322
630,0.278195
631,0.13119853
632,0.1664482
633,0.07380843
634,0.5728994
635,0.8801551
636,0.2645182
637,0.35773277
638,0.4774629
639,0.28866124
640,0.6046328
641,1.1897571
642,0.30815795
643,0.09382647
644,0.046049654
645,0.060182452
646,0.23761284
647,0.16330364
648,0.07994354
649,0.1782648
650,0.2858554
651,0.92708987
652,0.15786883
653,0.17253238
654,0.2703588
655,0.09796733
656,0.5524322
657,0.20491073
658,0.16013727
659,0.15931767
660,0.50225276
661,0.48434848
662,0.14155936
663,1.9430362
664,0.32316726
665,0.6667576
666,0.23445341
667,0.2428442
668,0.06805891
669,0.14892864
670,0.09544188
671,0.12217039
672,0.18996403
673,0.9998485
674,0.34362444
675,0.25988254
676,0.95384914
677,0.5396382
678,0.4538341
679,1.6174414
680,0.26150912
681,0.1551671
682,0.6487632
683,0.35144442
684,0.50202316
685,0.043533206
686,0.60860753
687,0.13842276
688,0.70432574
689,0.15883207
690,0.11046815
691,0.13881016
692,0.1559538
693,0.1606442
694,0.12249744
695,0.3542558
696,0.10899961
697,0.061903358
698,0.043533206
699,0.043533206
700,0.043533206
701,0.043533206
702,1.05076
703,1.3606551
704,0.20909104
705,0.04695165
706,0.14990315
707,0.09294695
708,0.079799294
709,2.5786715
710,0.7727458
711,1.0999053
712,0.19316947
713,1.2268896
714,0.5779148
715,0.15863797
716,0.28373146
717,0.37202144
718,0.13629678
719,0.045134723
720,0.043533206
721,0.42180347
722,0.08944863
723,1.9082508
724,0.4744267
725,0.4704697
726,1.4789855
727,0.19597903
728,0.0522635
729,1.0507599
730,0.28275898
731,0.012723088
732,1.0017434
733,0.26963598
734,0.24053663
735,0.25066274
736,0.08844316
737,0.95025885
738,0.5142912
739,0.426686
740,0.40852946
741,0.13220686
742,0.082473755
743,0.058689237
744,1.4715133
745,0.59804034
746,0.90768665
747,1.3477999
748,1.7365106
749,0.3278827
750,0.21321812
751,0.124084055
752,0.57481736
753,0.1337955
754,2.63606
755,0.9934555
756,0.35800812
757,0.30520976
758,0.082613826
759,0.1208452
760,0.4477502
761,0.42405766
762,0.25529927
763,0.11495954
764,0.6307865
765,0.255737
766,0.38401827
767,0.20904517
768,0.90308017
769,0.9332281
770,0.14161646
771,0.099027514
772,0.25066274
773,0.08844316
774,0.058264494
775,0.043533206
776,0.043533206
777,0.043533206
778,0.043533206
779,0.043533206
780,0.043533206
781,0.043533206
782,0.42180347
783,0.12523663
784,0.07030368
785,0.043533206
786,1.0507599
787,0.53447264
788,0.096483946
789,0.058264494
790,0.043533206
791,0.043533206
792,0.043533206
793,0.043533206
794,0.043533206
795,0.043533206
796,0.043533206
797,0.043533206
798,0.043533087
799,1.294382
800,0.21119967
801,0.22127783
802,0.08663654
803,0.07600832
804,0.1371103
805,0.10313451
806,0.08132684
807,0.37746647
808,0.31574365
809,0.2139014
810,0.57874316
811,0.38574278
812,0.284205
813,0.12568665
814,0.06951648
815,1.1128398
816,0.38212368
817,0.16344902
818,0.081612945
819,0.13358647
820,0.33558568
821,0.20056331
822,0.23149249
823,0.0883888
824,0.40708447
825,0.12987632
826,0.2104468
827,0.09708297
828,0.0717963
829,0.23043507
830,0.103076875
831,0.30775684
832,0.17663312
833,1.1664706
834,0.26048332
835,0.33312052
836,0.13191092
837,0.5940007
838,0.7184695
839,0.14457658
840,0.094439864
841,0.267157
842,0.15359187
843,0.09081012
844,0.62378967
845,0.13842276
846,0.074887395
847,0.04749942
848,0.18687442
849,0.13766694
850,0.25280324
851,0.1144529
852,1.1202002
853,0.24077988
854,0.8036537
855,1.1835442
856,0.2003273
857,2.0803127
858,0.35630432
859,0.5961164
860,0.116488814
861,0.13105804
862,0.30120355
863,0.08844316
864,0.14620695
865,0.63921446
866,0.29344374
867,0.15320915
868,0.36477578
869,0.29671127
870,0.6598328
871,0.4447869
872,0.22716045
873,0.7348294
874,0.9925323
875,1.5722456
876,0.4815135
877,0.24925157
878,0.56813455
879,0.35473
880,0.030205369
881,0.08847374
882,1.3873935
883,0.28754926
884,0.82548815
885,1.2590166
886,0.47609425
887,0.7901398
888,0.37993246
889,0.22447205
890,0.57658064
891,1.1334642
892,0.23626542
893,0.20720798
894,0.6612009
895,0.47480989
896,0.11048615
897,0.11932826
898,0.11210525
899,0.27669626
900,0.10196602
901,1.513474
902,0.36339128
903,0.21425003
904,1.3178183
905,1.2872555
906,4.9070253
907,1.1607856
908,1.003505
909,0.21475953
910,0.37885964
911,0.12272251
912,1.0758349
913,0.8475318
914,0.22555509
915,0.28726402
916,0.3546577
917,0.08800948
918,0.29023084
919,0.21641278
920,0.12897885
921,0.9658686
922,0.36799175
923,0.29557332
924,0.8091877
925,0.49796736
926,0.96362364
927,0.32237014
928,0.06821221
929,0.09798312
930,0.064905524
931,0.047298193
932,0.14892864
933,0.78921646
934,0.18772289
935,0.33384025
936,0.08844316
937,1.3641214
938,0.43032977
939,0.46818337
940,0.23520407
941,0.63364315
942,0.24281639
943,0.46578082
944,0.09968948
945,0.05307305
946,0.23358011
947,0.0838151
948,0.07880765
949,0.073241115
950,0.23282397
951,0.085788846
952,0.043081284
953,0.056352794
954,0.33653778
955,0.14105564
956,0.6611702
957,0.1277327
958,0.92404264
959,0.22676334
960,0.21613285
961,0.26678607
962,0.85605645
963,0.38050175
964,0.29420438
965,0.099443376
966,0.45596534
967,0.2110618
968,0.16404486
969,0.13794297
970,0.13753986
971,0.11693597
972,0.06591785
973,0.7283749
974,0.31092948
975,0.26052964
976,0.10573137
977,2.9803288
978,1.013166
979,3.1747322
980,1.3289726
981,0.5035475
982,1.7713392
983,0.17587113
984,0.14805406
985,0.4045147
986,0.30946848
987,0.5385738
988,0.23454615
989,0.20463088
990,0.043533087
991,0.38410562
992,0.6228144
993,0.226046
994,0.09368932
995,0.28648803
996,0.18863463
997,0.2633504
998,0.27796
999,0.21455881
1000,1.5315578
1001,0.550279
1002,2.1250083
1003,0.3024291
1004,0.36073133
1005,0.22676647
1006,0.056767523
1007,0.03516805
1008,0.113049865
1009,0.25880623
1010,0.23041743
1011,0.12959635
1012,0.33165205
1013,3.03408
1014,0.523652
1015,0.32051212
1016,0.043533206
1017,0.043533206
1018,0.09385824
1019,0.27276534
1020,0.10469413
1021,0.48152208
1022,0.1920886
1023,0.24075478
1024,0.24772078
1025,0.16990966
1026,0.40411434
1027,0.47089368
1028,0.1258406
1029,0.18241769
1030,0.2589176
1031,0.1416476
1032,4.1073585
1033,0.82064164
1034,1.0218177
1035,0.3580678
1036,0.080699384
1037,2.5857773
1038,0.34584326
1039,0.078562856
1040,0.28038517
1041,0.14077896
1042,0.056636095
1043,0.11457908
1044,0.3731083
1045,0.32268322
1046,0.5115159
1047,0.5323883
1048,0.51247716
1049,0.16846162
1050,0.15076345
1051,0.043533206
1052,0.043533206
1053,0.043533206
1054,0.043533087
1055,0.2988368
1056,0.25455517
1057,0.13087296
1058,0.08772063
1059,0.84927773
1060,0.35014105
1061,0.28449354
1062,0.15934265
1063,0.27701414
1064,0.28476468
1065,0.12057114
1066,0.47820243
1067,0.2884857
1068,0.2721244
1069,0.11601341
1070,0.2291426
1071,0.14724484
1072,0.088826835
1073,0.23517063
1074,0.34856632
1075,0.42272958
1076,0.3290587
1077,0.09986591
1078,0.066361725
1079,0.38631
1080,0.17987078
1081,0.12056732
1082,0.07106596
1083,0.12896502
1084,0.2761514
1085,0.14176187
1086,0.1021418
1087,0.13995922
1088,0.19462496
1089,0.8140816
1090,0.28720415
1091,0.23576856
1092,0.46924978
1093,0.38702512
1094,0.15806618
1095,0.06602061
1096,0.23684335
1097,0.13950062
1098,0.06268501
1099,0.07034385
1100,0.22947758
1101,0.28209397
1102,0.5129272
1103,0.8858907
1104,2.6826615
1105,0.36143476
1106,0.13179207
1107,0.28380686
1108,0.116597354
1109,0.06469351
1110,0.30120152
1111,0.14114213
1112,0.36960742
1113,0.10830724
1114,0.08043563
1115,0.053646386
1116,0.1554485
1117,0.09220934
1118,0.035789967
1119,0.14175624
1120,0.14301747
1121,0.18274102
1122,0.26044613
1123,0.09865415
1124,0.07026017
1125,0.232656
1126,0.38626644
1127,0.19061428
1128,0.24017087
1129,0.12658882
1130,0.3715571
1131,0.0800364
1132,0.13630265
1133,0.21503031
1134,0.2937211
1135,0.1955348
1136,0.31647485
1137,1.3184015
1138,0.59696287
1139,0.37310338
1140,0.66550845
1141,0.23571557
1142,0.2634634
1143,0.09154749
1144,0.08737624
1145,0.32033068
1146,0.15181541
1147,0.09133077
1148,0.11110431
1149,0.3266285
1150,0.14575875
1151,0.5963136
1152,0.22905731
1153,0.2208685
1154,0.8997749
1155,0.19445747
1156,0.35233212
1157,0.8680148
1158,1.121398
1159,0.010009766
1160,0.18428648
1161,1.064012
1162,0.52235615
1163,0.24432868
1164,0.16578001
1165,0.049316585
1166,0.03062123
1167,0.043533206
1168,0.043533206
1169,0.043533206
1170,0.043533206
1171,0.043533206
1172,0.043533206
1173,0.1952002
1174,0.10962379
1175,0.07831752
1176,0.043533206
1177,0.059569597
1178,0.33311003
1179,0.13379252
1180,0.2659683
1181,0.109737456
1182,0.17103586
1183,0.08074385
1184,0.05164087
1185,0.11644554
1186,0.0686419
1187,0.04055953
1188,0.091608405
1189,0.06730503
1190,0.09641969
1191,0.07725787
1192,0.050500393
1193,0.218364
1194,0.11094779
1195,0.41635403
1196,0.1736776
1197,0.1388506
1198,0.05525613
1199,0.49268112
1200,0.22203445
1201,0.18188488
1202,0.17978719
1203,0.35495144
1204,0.10609746
1205,0.5143109
1206,0.21742934
1207,0.17734262
1208,0.025126517
1209,0.08717775
1210,0.12695187
1211,0.10226613
1212,1.8385444
1213,1.6051236
1214,0.7806665
1215,0.3291738
1216,0.7423321
1217,0.38966966
1218,0.3477409
1219,0.23058212
1220,0.06264913
1221,0.044780076
1222,0.06983113
1223,0.06735611
1224,0.19267112
1225,0.12906957
1226,0.19600362
1227,0.07559854
1228,0.58808184
1229,0.4733182
1230,0.16909614
1231,0.38091835
1232,0.46180838
1233,0.35028666
1234,0.16365576
1235,0.64522254
1236,0.5485858
1237,0.37901604
1238,0.16845506
1239,0.0634771
1240,0.10542917
1241,0.13327324
1242,0.26714954
1243,0.1659806
1244,0.17050582
1245,0.111782074
1246,1.7774652
1247,0.39793512
1248,0.28388256
1249,0.20133477
1250,0.2556547
1251,0.15132058
1252,0.20152599
1253,0.11181712
1254,0.15692195
1255,0.5107597
1256,0.29067826
1257,0.2531319
1258,0.17640883
1259,0.044780076
1260,0.043533206
1261,0.27092236
1262,0.100473404
1263,0.25746226
1264,1.6183522
1265,0.60211104
1266,0.42788666
1267,1.004336
1268,0.37398517
1269,0.29680416
1270,0.8205948
1271,0.44737667
1272,0.26695496
1273,0.21298468
1274,0.0758369
1275,0.07797897
1276,0.121641934
1277,0.057299495
1278,0.0015969872
1279,0.043533087
1280,0.23461744
1281,0.18680179
1282,0.15619785
1283,0.2999354
1284,0.10035634
1285,0.23872823
1286,0.14052802
1287,0.5855626
1288,0.2555495
1289,0.31154066
1290,0.25979972
1291,2.2425232
1292,0.40047547
1293,0.4598068
1294,1.253357
1295,0.7369242
1296,0.5598414
1297,0.15742952
1298,1.4050121
1299,0.5098238
1300,0.42993525
1301,0.52706176
1302,0.31605378
1303,0.17513534
1304,0.6954745
1305,0.13842276
1306,0.07610947
1307,0.222734
1308,0.18209645
1309,0.13054615
1310,0.043533087
1311,0.20450872
1312,0.5268683
1313,0.30441388
1314,0.7827023
1315,0.21289313
1316,0.4461031
1317,0.34893376
1318,1.1246266
1319,0.1437853
1320,0.33200008
1321,0.23023582
1322,0.08598602
1323,0.5690893
1324,0.1265992
1325,0.15176961
1326,0.07535577
1327,0.06290138
1328,0.13953257
1329,0.11225951
1330,0.07503688
1331,0.04230529
1332,0.04597169
1333,1.8477974
1334,0.34688208
1335,0.21254432
1336,0.10054088
1337,0.27382255
1338,0.41401085
1339,0.34765047
1340,0.14676866
1341,0.0758394
1342,0.25184694
1343,0.030284762
1344,0.023794234
1345,0.046263933
1346,0.056352794
1347,0.23795024
1348,0.1697061
1349,1.0772933
1350,0.20160076
1351,0.33998638
1352,0.08844316
1353,0.28373146
1354,0.3662678
1355,0.15193006
1356,0.28870773
1357,0.31740642
1358,0.11321068
1359,0.39791334
1360,0.11621106
1361,0.06832355
1362,0.070601106
1363,0.20980364
1364,0.4591881
1365,0.31831482
1366,0.040266275
1367,0.28670186
1368,0.53570473
1369,0.14219129
1370,0.091421604
1371,0.043533206
1372,0.0660581
1373,0.060787916
1374,0.05239117
1375,0.043533087
1376,0.18752974
1377,0.14444724
1378,0.32308167
1379,0.30044574
1380,0.30940253
1381,0.20531511
1382,0.33290058
1383,0.6290249
1384,0.11018938
1385,0.15067896
1386,0.17295828
1387,0.14794385
1388,0.1603769
1389,0.12096906
1390,0.16393298
1391,0.14324266
1392,0.24667725
1393,0.14250246
1394,0.06623709
1395,0.10193628
1396,0.06375927
1397,0.49744692
1398,0.3182245
1399,0.25340468
1400,0.12794507
1401,0.07895768
1402,0.14892864
1403,0.80897325
1404,0.19597727
1405,0.110601366
1406,0.018406987
1407,0.05440092
1408,0.04119456
1409,0.05200678
1410,0.2358079
1411,0.17048892
1412,0.040914536
1413,0.15403157
1414,0.113990426
1415,0.09144509
1416,0.23609126
1417,0.43105224
1418,0.18563336
1419,0.3261072
1420,0.11283702
1421,0.8597939
1422,0.25274634
1423,0.22022298
1424,0.120511055
1425,0.117619276
1426,0.061331272
1427,0.080566525
1428,0.062068403
1429,0.17343193
1430,0.09614718
1431,0.14228535
1432,0.09000611
1433,0.13111836
1434,0.08182633
1435,0.09368503
1436,0.06621444
1437,0.058709145
1438,0.043533087
1439,0.043533087
1440,0.043533206
1441,0.043533206
1442,0.122048676
1443,0.1315785
1444,0.10077047
1445,0.09492707
1446,0.06972742
1447,0.059016883
1448,0.043533206
1449,0.25066274
1450,0.08844316
1451,0.04119563
1452,0.21429372
1453,0.16110963
1454,0.0882777
1455,0.06492227
1456,0.07184374
1457,0.07706416
1458,0.066417694
1459,0.052007318
1460,0.17120755
1461,0.22751921
1462,0.40904218
1463,0.16479874
1464,0.17941809
1465,0.14440939
1466,0.17170128
1467,0.11942685
1468,0.2838685
1469,0.35632426
1470,0.30076802
1471,0.319924
1472,0.48871702
1473,0.46974924
1474,0.5312508
1475,0.21061996
1476,0.24701625
1477,0.25161475
1478,0.1344499
1479,0.11008227
1480,0.20886165
1481,0.12607431
1482,0.30705202
1483,0.092193365
1484,0.089609206
1485,0.1412642
1486,0.21100086
1487,0.13998255
1488,0.1436947
1489,0.16647029
1490,0.114234746
1491,0.26008445
1492,0.21359426
1493,0.14559013
1494,0.08666462
1495,0.047112525
1496,0.042338252
1497,1.7457501
1498,0.65407884
1499,0.40631682
1500,0.37491378
1501,0.076256156
1502,0.052116513
1503,0.045036674
1504,0.03686011
1505,0.06015128
1506,0.22644725
1507,0.10072684
1508,0.15548128
1509,0.39875227
1510,0.21115354
1511,0.17461288
1512,0.08475661
1513,0.061938405
1514,0.043533206
1515,0.043533206
1516,0.043533206
1517,0.09037852
1518,0.2300744
1519,0.12726104
1520,0.12060785
1521,0.09494543
1522,0.078662276
1523,0.07511717
1524,0.121423006
1525,0.08025634
1526,0.09138191
1527,0.15111944
1528,0.121732116
1529,0.1163739
1530,0.21143708
1531,0.067921996
1532,0.037223816
1533,0.060880303
1534,0.05873072
1535,0.043533087
1536,0.3548184
1537,0.13956442
1538,0.11295688
1539,0.040173292
1540,0.062148154
1541,0.050655186
1542,0.043533206
1543,0.09819794
1544,0.09808165
1545,0.077364564
1546,0.03387916
1547,0.1678671
1548,0.5071425
1549,0.3060177
1550,0.28021166
1551,0.11363751
1552,0.043533206
1553,0.03584993
1554,0.056352794
1555,0.3168037
1556,0.35752493
1557,0.12865627
1558,0.058264494
1559,0.17080924
1560,0.20919025
1561,0.3290525
1562,0.121028304
1563,0.31458515
1564,0.08844316
1565,0.058264494
1566,0.27857804
1567,0.13072371
1568,0.12705427
1569,0.085477054
1570,0.043533206
1571,0.043533206
1572,0.043533206
1573,0.043533206
1574,0.16863471
1575,0.07774246
1576,0.062300205
1577,0.043533206
1578,0.108851075
1579,0.08592367
1580,0.066551924
1581,0.043533206
1582,0.6066896
1583,0.35048476
1584,0.2890946
1585,0.1169253
1586,0.062877536
1587,0.25066274
1588,0.08844316
1589,0.13453937
1590,0.10812086
1591,0.09649277
1592,0.05167818
1593,0.047112525
1594,0.052007318
1595,0.049482107
1596,0.043533206
1597,0.043533206
1598,0.043533087
1599,0.043533087
1600,0.043533206
1601,0.043533206
1602,0.10359621
1603,0.067208886
1604,0.06296879
1605,0.036948144
1606,0.044294477
1607,0.038383007
1608,0.043533206
1609,0.043533206
1610,0.043533206
1611,0.043533206
1612,0.043533206
1613,0.6556563
1614,0.20315856
1615,1.2167383
1616,0.18434316
1617,0.04695165
1618,1.2274396
1619,0.24750182
1620,0.07917541
1621,0.37491992
1622,0.142887
1623,0.09573239
1624,0.043533206
1625,0.043533206
1626,0.043533206
1627,1.1096085
1628,0.22866824
1629,0.1251297
1630,0.049173653
1631,0.043533087
1632,0.043533206
1633,0.043533206
1634,0.043533206
1635,0.043533206
1636,0.043533206
1637,0.043533206
1638,0.1405049
1639,0.07784474
1640,0.06000042
1641,0.0428226
1642,0.04145652
1643,0.038666606
1644,0.12681913
1645,0.058564067
1646,0.12819636
1647,0.6436019
1648,0.14433828
1649,0.07160342
1650,0.043533206
1651,0.14037335
1652,0.08862603
1653,0.26775908
1654,0.08844316
1655,0.3587113
1656,0.27086085
1657,0.5056297
1658,0.20252895
1659,0.3320734
1660,0.1364415
1661,0.10822201
1662,0.07920152
1663,0.064653814
1664,0.6133976
1665,0.13838154
1666,0.080195546
1667,0.0428226
1668,0.23692727
1669,0.113844454
